Energy,20221102_1710_Cr_22157b_75K_60deg_6T_minus_0000,20221102_1713_Cr_22157b_75K_60deg_6T_plus_0000,20221102_1717_Cr_22157b_75K_60deg_6T_plus_0000,20221102_1720_Cr_22157b_75K_60deg_6T_minus_0000,20221102_1723_Cr_22157b_75K_60deg_6T_minus_0000,20221102_1727_Cr_22157b_75K_60deg_6T_plus_0000,c+ H+,c- H+,c+ H-,c- H-,XMCD H+,XMCD H-,XAS,XMCD,XAS normalized by jump,XMCD normalized by XAS jump
eV,cminus fieldplus,cplus fieldplus,,,,,arb. units,arb. units,arb. units,arb. units,arb. units,arb. units,arb. units,arb. units,arb. units,arb. units
,,,cplus fieldplus,cminus fieldplus,cminus fieldplus,cplus fieldplus,,,,,c-H+ - c+H+,c-H- - c+H-,,6T,LCOT (6T),6T
572.079,0.0975376870216203,0.0977658662553904,0.0980138341236826,0.0976172508599972,0.0965391852401366,0.0952143781169046,0.0969980261653258,0.097231374373918,0,0,2.33348208592193E-4,0,-0.00963967157911241,2.33348208592193E-4,7.64083563914762E-4,-2.45409620985694E-5
572.091,0.0975319508241999,0.0977546545426799,0.0980045920364904,0.0976323000568611,0.0965195423417256,0.0952275732549948,0.0969956066113884,0.0972279310742622,0,0,2.32324462873856E-4,0,-0.00965610056304841,2.32324462873856E-4,7.99951906186237E-4,-2.68478752180109E-5
572.103,0.0975050355724304,0.097728802165008,0.0979938940225622,0.0975967293988911,0.0965060473130522,0.0952458042578923,0.0969895001484875,0.0972026040947912,0,0,2.13103946303736E-4,0,-0.00969810013576303,2.13103946303736E-4,7.73662734414326E-4,-7.33878738391769E-5
572.115,0.0975048195147799,0.0977091101314683,0.0980354899320305,0.0975807023861334,0.0965184119359957,0.0952306513598122,0.096991750474437,0.0972013112789697,0,0,2.0956080453266E-4,0,-0.00970770875597779,2.0956080453266E-4,8.26110157342017E-4,-8.1818986791721E-5
572.127,0.0975235083025185,0.0977114151122729,0.0980395382481679,0.0976301306287804,0.0965344084472795,0.0952268259652943,0.0969925931085784,0.0972293491261928,0,0,2.36756017614442E-4,0,-0.00968939440495609,2.36756017614442E-4,9.46433314059717E-4,-1.55306734535479E-5
572.139,0.097508131523153,0.0977364751706843,0.0980370386540067,0.0975991340627877,0.0965183588713465,0.0952304482667953,0.0970013206971621,0.0972085414857625,0,0,2.0722078860036E-4,0,-0.00971204058714545,2.0722078860036E-4,9.67188762721614E-4,-8.71438876015682E-5
572.151,0.097498965064483,0.0977679719355542,0.0980203771374094,0.0975573419115522,0.0965028723978839,0.0952126571387209,0.0970003354038948,0.0971863931246397,0,0,1.86057720744856E-4,0,-0.00974574037187831,1.86057720744856E-4,9.61074886579738E-4,-1.38405879910391E-4
572.163,0.0975243961688134,0.0977741615575385,0.0980219161918332,0.0976078476447584,0.0965386255828825,0.0951928733888252,0.0969963170460656,0.0972236231321514,0,0,2.27306086085802E-4,0,-0.00972309485253839,2.27306086085802E-4,0.00109192633648165,-3.7956874518032E-5
572.175,0.09751221379931,0.0977441917809115,0.0980404465852805,0.0976185219836592,0.0965240693743161,0.095214871084154,0.0969998364834487,0.0972182683857618,0,0,2.18431902313118E-4,0,-0.0097354962918878,2.18431902313118E-4,0.00113758491711582,-5.93467942056338E-5
572.187,0.0974972554270277,0.097736127064691,0.0980327455039227,0.0975582986998898,0.0964730245653123,0.0952150477293763,0.09699464009933,0.0971761928974099,0,0,1.81552798079923E-4,0,-0.00979333429470106,1.81552798079923E-4,0.0010727953631342,-1.48811651545016E-4
